livre,chapitre,verset,similarite,notre_texte,texte_github
mg_19,90,1,0.58,"Fivavak'i Mosesy, lehilahin'Andriamanitra. Tompo o, efa fonenanay hatramin'ny taranaka rehetra Ianao.","<n>[Ny fiankinan'ny olo-marina amin'Andriamanitra, na dia mandalo faingana aza ny androny sady isehoan'ny fahatezeran'Andriamanitra]</n> Fivavak'i Mosesy, lehilahin'Andriamanitra. Tompo ô, efa fonenanay hatramin'ny taranaka rehetra Hianao."
mg_19,90,3,0.92,"Mamerina ny olona ho amin'ny vovoka* Ianao Ka manao hoe: Miverena, ry zanak'olombelona. [*Hebreo: fahatorotoroana]","Mamerina ny olona ho amin'ny vovoka Hianao Ka manao hoe: Miverena, ry zanak'olombelona.<n>[Heb. fahatorotoroana]</n>"
mg_19,92,8,0.94,"Nefa Ianao, Jehovah o, dia avo mandrakizay.","Nefa Hianao, Jehovah ô, dia avo mandrakizay."
mg_19,92,12,0.90,Ny marina hamololona tahaka ny rofia*; Hisandrahaka** tahaka ny sedera any Libanona izy; [*palma] [**Hebreo: Ho tonga lehibe],Ny marina hamololona tahaka ny rofia; Hisandrahaka tahaka ny sedera any Libanona izy; <n>[palma]</n><n>[Heb. Ho tonga lehibe]</n>
mg_19,94,9,0.92,Ny Mpanao* ny sofina va tsy handre? Ny Mpamorona ny maso va tsy hahita? [*Hebreo: Mpamboly],Ny Mpanao ny sofina va tsy handre? Ny Mpamorona ny maso va tsy hahita?<n>[Heb. Mpamboly]</n>
mg_19,97,11,0.57,"Ny fahazavana no voafafy ho an'ny marina, Ary ny fifaliana ho an'ny mahitsy fo.","Ny fahazavana no voafafy ho an'ny marina, Ary ny fifafiana ho an'ny mahitsy fo.Mifalia amin'i Jehovah, ry olo-marina, Ary miderà ny anarany masina.<n>[Na: ny fahatsiarovana ny fahamasinany]</n>"
mg_19,99,8,0.67,"Jehovah Andriamanitray o, Ianao no namaly ny nataony; Andriamanitra, Mpamela ny helony, Ianao, Na dia namaly azy noho ny nataony aza.","Jehovah Andriamanitray ô, Hianao no namaly ny nataony; Andriamanitra, Mpamela ny helony, Hianao, Na dia namaly azy noho ny nataony aza.Asandrato Jehovah Andriamanitsika, Ary miankohofa eo an-tendrombohiny masina; Fa masina Jehovah Andriamanitsika."
mg_19,101,4,0.90,"Ny fo maditra hiala amiko; Tsy hankasitraka* izay ratsy aho, [*Hebreo: hahalala]","Ny fo maditra hiala amiko; Tsy hankasitraka iza ratsy aho,<n>[Heb. hahalala]</n>"
mg_19,102,20,0.94,"Mba hihaino ny fisentoan'ny mpifatotra Sy hanafaka izay voatendry ho faty*, [*Hebreo: zanaky ny fahafatesana]","Mba hihaino ny fisentoan'ny mpifatotra Sy hanafaka izay voatendry ho faty, <n>[Heb. zanaky ny fahafatesana]</n>"
mg_19,102,27,0.48,"Fa Ianao no tsy miova, Ary ny taonanao no tsy ho tapitra.","Fa Hianao no tsy miova, Ary ny taonanao no tsy ho tapitra.Ny zanaky ny mpanomponao handry fahizay, Ary ny taranany hampitoerina eo anatrehanao.<n>[Na: dia mbola haharitra]</n>"
mg_19,103,1,0.92,"Misaora an'i Jehovah, ry fanahiko; Ary izay rehetra ato anatiko, misaora ny anarany masina.","Nataon'i Davida Misaora an'i Jehovah, ry fanahiko; Ary izay rehetra ato anatiko, misaora ny anarany masina."
mg_19,103,5,0.93,"Izay mahavoky soa ny vavanao*; Ny fahatanoranao mody indray toy ny an'ny voromahery**. [*Na: fanahinao, na fahanteranao] [**Na: ho toy ny voromahery]","Izay mahavoky soa ny vavanao; Ny fahatanoranao mody indray toy ny an'ny voromahery.<n>[Na: fanahinao, na fahanteranao]</n><n>[Na: ho toy ny voromahery]</n>"
mg_19,104,26,0.95,"Any no alehan'ny sambo Sy ny trozona, izay noforoninao hilaolao any*. [*Na: holaolaovinao]","Any no alehan'ny sambo Sy ny trozona, izay noforoninao hilaolao any.<n>[Na: holaolaovinao]</n>"
mg_19,106,15,0.94,"Dia nomeny azy izay nilainy, Kanefa nampahahiaziny kosa izy*. [*Na: ny fanahiny]","Dia nomeny azy izay nilainy, Kanefa nampahahiaziny kosa izy.<n>[Na: ny fanahiny]</n>"
mg_19,106,17,0.92,"Nisokatra ny tany, dia nitelina an'i Datana Ka nanarona ny antokon*'i Abàrama. [*Hebreo: ny fiangonany]","Nisokatra ny tany, dia nitelina an'i Datana Ka nanarona ny antokon'i Abìrama.<n>[Heb. ny fiangonany]</n>"
mg_19,106,18,0.93,Dia nisy afo nirehitra tamin'ny antokony*; Lelafo no nandoro ny ratsy fanahy. [*Hebreo: ny fiangonany],Dia nisy afo nirehitra tamin'ny antokony; Lelafo no nandoro ny ratsy fanahy.<n>[Heb. ny fiangonany]</n>
mg_19,106,37,0.92,Namono ny zananilahy sy ny zananivavy ho fanatitra ho an'ny demonia* ireo; [*Hebreo: ireo tompo],Namono ny zananilahy sy ny zananivavy ho fanatitra ho an'ny demonia ireo;<n>[Heb. ireo tompo]</n>
mg_19,106,47,0.66,"Vonjeo izahay, ry Jehovah Andriamanitray o, Ka angony avy amin'ny jentilisa, Mba hisaoranay ny anaranao masina Sy hifalianay amin'ny fiderana Anao.","Vonjeo izahay, ry Jehovah Andriamanitray ô, Ka angòny avy amin'ny jentilisa, Mba hisaoranay ny anaranao masina Sy hifalianay amin'ny fiderana Anao.Isaorana anie Jehovah Andriamanitry ny Isiraely, hatramin'ny taloha indrindra ka mandrakizay; Ary aoka ny olona rehetra hanao hoe: Amena! Haleloia."
mg_19,107,1,0.59,"Miderà an'i Jehovah, fa tsara Izy. Fa mandrakizay ny famindram-pony.","<n>[Fiantsoana ny olona efa nahita soa tamin'Andriamanitra mba hisaotra Azy]</n> Miderà an'i Jehovah, fa tsara Fa mandrakizay ny famindram-pony."
mg_19,107,12,0.93,"Dia nampietreny tamin'ny fahoriana ny fony; Ka potraka* izy, nefa tsy nisy hamonjy; [*Hebreo: tafintohina]","Dia nampietreny tamin'ny fahoriana ny fony; Ka potraka izy, nefa tsy nisy hamonjy;<n>[Heb. tafintohina]</n>"
mg_19,108,1,0.94,"Tonon-kira. Salamo nataon'i Davida. Andriamanitra o, tafatoetra ny foko; Ny fanahiko* no hihira sy hankalaza. [*Hebreo: ny voninahitro]","Tonon-kira. Salamo nataon'i Davida. Andriamanitra ô, tafatoetra ny foko; Ny fanahiko no hihira sy hankalaza.<n>[Heb. ny voninahitro]</n>"
mg_19,109,1,0.62,"RY Andriamanitra fiderako o, aza mangina Ianao,","Ho an'ny mpiventy hira. Salamo nataon'i Davida. RY Andriamanitra fidèrako ô, aza mangina Hianao,"
mg_19,110,6,0.75,Hitsara any amin'ny jentilisa Izy ka hampiampatrampatra faty any; Handripaka loholona* any amin'ny tany malalaka Izy. [*Hebreo: loha],"Hitsara any amin'ny jentilisa Izy ka hampiampatrampatra faty any; Handripaka loholona any amin'ny tany malalaka Izy.<n>[Heb. loha]</n>Hisotro amin'ny ony any an-dalana Izy, Ka izany no hitrakan'ny lohany."
mg_19,111,5,0.91,Nomeny hanina* izay matahotra Azy; Tsarovany mandrakizay ny fanekeny. [*Hebreo: toha],Nomeny hanina izay matahotra Azy; Tsarovany mandrakizay ny fanekeny.<n>[Heb. toha]</n>
mg_19,116,3,0.94,"Nihodidina tamiko ny famatoran'ny fahafatesana, Ary nahazo ahy ny fahorian'ny fiainan-tsy hita*; Nahita fahoriana sy alahelo aho. [*Hebreo: Sheola]","Nihodidina tamiko ny famatoran'ny fahafatesana, Ary nahazo ahy ny fahorian'ny fiainan-tsi-hita; Nahita fahoriana sy alahelo aho. <n>[Heb. Sheola]</n>"
mg_19,116,10,0.93,Nino aho; hiteny tokoa aho*; Mahantra indrindra aho. [*Na: fa hiteny aho],Nino aho; hiteny tokoa aho; Mahantra indrindra aho.<n>[Na: fa hiteny aho]</n>
mg_19,118,25,0.95,"Mifona aminao aho, Jehovah o, vonjeo o! Mifona aminao aho, Jehovah o, ambino o!","Mifona aminao aho, Jehovah ô, vonjeo è! Mifona aminao aho, Jehovah ô, ambino è!"
mg_19,118,28,0.70,"Andriamanitro Ianao, ka hidera Anao aho; Eny, Andriamanitro, ka hanandratra Anao aho.","Andriamanitro Hianao, ka hidera Anao aho; Eny, Andriamanitro, ka hanandratra Anao aho.Miderà an'i Jehovah, fa tsara Izy; Eny, mandrakizay ny famindram-pony."
mg_19,119,1,0.89,"Sambatra ny mahitsy lalana, Izay mandeha araka ny lalàn'i Jehovah.","<n>[ALEFA]</n> Sambatra ny mahitsy lalana,Izay mandeha araka ny lalàn'i Jehovah."
mg_19,119,32,0.94,"Ny lalan'ny didinao no ihazakazahako, Fa* ampahalalahinao ny foko. [*Na: Raha]","Ny lalan'ny didinao no ihazakazahako, Fa ampahalalahinao ny foko.<n>[Na: Raha]</n>"
mg_19,119,109,0.92,An-tenda* ihany ny aiko mandrakariva; Kanefa tsy manadino ny lalànao aho. [*Hebreo: An-tanako],An-tenda ihany ny aiko mandrakariva; Kanefa tsy manadino ny lalànao aho.<n>[Heb. An-tanako]</n>
mg_19,119,126,0.94,Efa andro tokony hampisehoan'i Jehovah ny heriny* izao; Fa nandika ny lalànao ny olona. [*Hebreo: hiasan'i Jehovah],Efa andro tokony hampisehoan'i Jehovah ny heriny izao; Fa nandika ny lalànao ny olona.<n>[Heb. hiasan'i Jehovah]</n>
mg_19,120,4,0.86,"Zana-tsipïkan'ny mahery sady voaranitra, Mbamin'ny vain'afon'anjavidy*. [*Izahao I Mpanjaka 19:4]","Zana-tsipìkan'ny mahery sady voaranitra, Mbamin'ny vain'afon'anjavidy.<n>[Izahao 1 Mpan. xix. 4]</n>"
mg_19,121,1,0.94,Fihirana fiakarana*. Manopy ny masoko ho amin'ny tendrombohitra aho; Avy aiza ny famonjena ahy**? [**Na: Fihirana misy hevitra ambaratonga] [**Na: Izay ihavian'ny famonjena ahy],Fihirana fiakarana. Manopy ny masoko ho amin'ny tendrombohitra aho; Avy aiza ny famonjena ahy? <n>[Na: Fihirana misy hevitra ambaratonga]</n><n>[Na: Izay ihavian'ny famonjena ahy]</n>
mg_19,130,3,0.95,"Raha mandinika heloka Ianao, Jehovah o, Iza no hahajanona, Tompo o?","Raha mandinika heloka Hianao, Jehovah ô, Iza no hahajanona, Tompo ô?"
mg_19,132,1,0.95,"Fihirana fiakarana*. Jehovah o, tsarovy Davida Noho ny fiahiany rehetra, [*Na: Fihirana misy hevitra ambaratonga]","Fihirana fiakarana. Jehovah ô, tsarovy Davida Noho ny fiahiany rehetra,<n>[Na: Fihirana misy hevitra ambaratonga]</n>"
mg_19,133,2,0.68,"Tahaka ny diloilo tsara amin'ny loha, Izay mitsororoka amin'ny somotra, dia ny somotr'i Arona, Izay mitsororoka amin'ny moron-tongotr'akanjony*; [*Na: vozon'akanjony]","Tahaka ny diloilo tsara amin'ny loha, Izay mitsororoka amin'ny somotra, dia ny somotr'i Arona, Izay mitsororoka amin'ny moron-tongotr'akanjony; <n>[Na: vozon'akanjony]</n>Tahaka ny ando any Hermona, izay milatsaka amin'ny tendrombohitra Ziona; Fa voadidin'i Jehovah ho eo ny fitahiana, Dia fiainana ho mandrakizay."
mg_19,134,1,0.95,"Fihirana fiakarana*. Andeha, misaora an'i Jehovah**, ianareo rehetra mpanompon'i Jehovah, Izay mitoetra alina ao an-tranon'i Jehovah. [*Na: Fihirana misy hevitra ambaratonga] [**Na: misaora an'i Jehovah amin'ny alina]","Fihirana fiakarana. Andeha, misaora an'i Jehovah, ianareo rehetra mpanompon'i Jehovah, Izay mitoetra alina ao an-tranon'i Jehovah.<n>[Na: Fihirana misy hevitra ambaratonga]</n><n>[Na: misaora an'i Jehovah amin'ny alina]</n>"
mg_19,134,2,0.73,"Manandrata ny tananareo ho amin'ny fitoerana masina*, Ka misaora an'i Jehovah. [*Na: amin'ny fahamasinana]","Manandrata ny tananareo ho amin'ny fitoerana masina, Ka misaora an'i Jehovah.<n>[Na: amin'ny fahamasinana]</n>Hitahy anao avy ao Ziona anie Jehovah Mpanao ny lanitra sy ny tany."
mg_19,135,20,0.71,"Misaora an'i Jehovah, ry taranak'i Levy; Ianareo izay matahotra an'i Jehovah, misaora an'i Jehovah.","Misaora an'i Jehovah, ry taranak'i Levy; Hianareo izay matahotra an'i Jehovah, misaora an'i Jehovah.Isaorana avy any Ziona anie Jehovah, Izay mitoetra any Jerosalema. Haleloia."
mg_19,136,2,0.94,Midera an'Andriamanitra Avo Indrindra*; Fa mandrakizay ny famindram-pony. [*Hebreo: Andriamanitry ny andriamanitra],Midera an'Andriamanitra Avo Indrindra; Fa mandrakizay ny famindram-pony.<n>[Heb. Andriamanitry ny andriamanitra]</n>
mg_19,137,8,0.69,"Ry Babylona zanakavavy izay efa resy*, Sambatra izay mamaly anao Araka izay nataonao taminay. [*Na: ho resy]","Ry Babylona zanakavavy izay efa resy, Sambatra izay mamaly anao Araka izay nataonao taminay.<n>[Na: ho resy]</n>Sambatra izay maka ny zanakao madinika ka manjera azy ho torotoro, Amin'ny harambato."
mg_19,138,1,0.91,Hidera Anao amin'ny foko rehetra aho; Eo anatrehan'ireo andriamanitra no hankalazako Anao.,Nataon'i Davida. Hidera Anao amin'ny foko rehetra aho; Eo anatrehan'ireo andriamanitra no hankalazako Anao.
mg_19,138,7,0.75,Na dia handeha eo amin'ny fahoriana aza aho dia hamelona ahy Ianao; Haninjitra ny tananao hanohitra ny fahatezeran'ny fahavaloko Ianao Ary hamonjy ahy ny tananao ankavanana.,"Na dia handeha eo amin'ny fahoriana aza aho dia hamelona ahy Hianao; Haninjitra ny tananao hanohitra ny fahatezeran'ny fahavaloko Hianao Ary hamonjy ahy ny tananao ankavanana.Jehovah no hahatanteraka ny amiko; Jehovah ô, mandrakizay ny famindram-ponao; Aza mahafoy ny asan'ny tananao."
mg_19,139,1,0.65,"Jehovah o, efa nandinika ahy Ianao ka mahalala ahy.","Ho an'ny mpiventy hira. Salamo nataon'i Davida. Jehovah ô, efa nandinika ahy Hianao ka mahalala ahy."
mg_19,139,8,0.92,"Na dia miakatra any an-danitra aza aho dia any Ianao; Ary na dia manao ny fiainan-tsy hita* ho fandriako aza aho, indro, any Ianao. [*Hebreo: Sheola]","Na dia miakatra any an-danitra aza aho dia any Hianao; Ary na dia manao ny fiainan-tsi-hita ho fandriako aza aho, indro, any Hianao.<n>[Heb. Sheola]</n>"
mg_19,139,21,0.94,"Tsy hankahala izay mankahala Anao va aho, Jehovah o, Sy ho tezitra* amin'izay mitsangana hanohitra Anao? [*Hebreo: ho maloiloy]","Tsy hankahala izay mankahala Anao va aho, Jehovah ô, Sy ho tezitra amin'izay mitsangana hanohitra Anao? <n>[Heb. ho maloiloy]</n>"
mg_19,140,1,0.74,"Jehovah o, vonjeo amin'ny olon-dratsy aho, Ary arovy amin'ny olon-dozabe,","Ho an'ny mpiventy hira. Salamo nataon'i Davida. Jehovah ô, vonjeo amin'ny olon-dratsy aho, Ary arovy amin'ny olon-dozabe,"
mg_19,141,7,0.92,Toy ny fiasa sy ny fihevo ny tany No nanelezana ny taolanay teo am-bavan'ny fiainan-tsy hita*. [*Hebreo: Sheola],Toy ny fiasa sy ny fihevo ny tany No nanelezana ny taolanay teo am-bavan'ny fiainan-tsi-hita. <n>[Heb. Sheola]</n>
mg_19,144,1,0.92,"Isaorana anie Jehovah Vatolampiko, Izay mampianatra ny tanako hamely Sy ny rantsan-tanako hiady,","Nataon'i Davida. Isaorana anie Jehovah Vatolampiko, Izay mampianatra ny tanako hamely Sy ny rantsan-tanako hiady,"
mg_19,144,3,0.93,"Jehovah o, inona ny olona, no iahianao* azy? Ary ny zanak'olombelona, no iheveranao azy? [*Hebreo: ahafantaranao]","Jehovah ô, inona ny olona, no iahianao azy? Ary ny zanak'olombelona, no iheveranao azy? <n>[Heb. ahafantaranao]</n>"
mg_19,145,12,0.89,Mba hampahafantarina ny zanak'olombelona ny herinao* Sy ny haben'ny voninahitry ny fanjakanao**. [*Hebreo: heriny] [**Hebreo: fanjakany],Mba hampahafantarina ny zanak'olombelona ny herinao Sy ny haben'ny voninahitry ny fanjakanao. <n>[Heb. heriny]</n><n>[Heb. fanjakany]</n>
mg_19,147,16,0.93,Mandatsaka oram-panala tahaka ny landihazo* Izy; Mampiely fanala tahaka ny lavenona Izy. [*Hebreo: volon'ondry],Mandatsaka oram-panala tahaka ny landihazo Izy; Mampiely fanala tahaka ny lavenona Izy.<n>[Heb. volon'ondry]</n>
mg_2,3,18,0.81,"Dia hihaino ny feonao izy; ary hankao amin'ny mpanjakan'i Egypta ianao sy ny loholon'ny Isiraely ka hilaza aminy hoe: Jehovah, Andriamanitry ny Hebreo, efa nihaona taminay; ary ankehitriny, trarantitra ianao, aoka handeha lalan-kateloana any an'efitra izahay mba hamono zavatra hatao fanatitra ho an'i Jehovah Andriamanitray.","Dia hihaino ny feonao izy; ary hankao amin'ny mpanjakan'i Egypta ianao sy ny loholon'ny Isiraely ka hilaza aminy hoe: Jehovah, Andriamanitry ny Hebreo, efa nihaona taminay; ary ankehitriny, trarantitra ianao, aoka handeha lalan-kateloana any an-efitra izahay mba hamono zavatra hatao fanatitra ho an'i Jehovah Andriamanitray."
mg_2,5,3,0.54,"Ary hoy izy roa lahy: Andriamanitry ny Hebreo efa nihaona taminay; koa trarantitra ianao, aoka handeha lalan-kateloana any an'efitra izahay hamono zavatra hatao fanatitra ho an'i Jehovah Andriamanitray; fandrao Izy hamely anay amin'ny areti-mandringana, na amin'ny sabatra.","Ary hoy izy roa lahy: Andriamanitry ny Hebreo efa nihaona taminay; koa trarantitra ianao, aoka handeha lalan-kateloana any an-efitra izahay hamono zavatra hatao fanatitra ho an'i Jehovah Andriamanitray; fandrao Izy hamely anay amin'ny areti-mandringana, na amin'ny sabatra."
mg_2,5,22,0.64,"Ary Mosesy niverina ho any amin'i Jehovah ka nanao hoe: Tompo o, nahoana no nahatonga loza tamin'ity firenena ity Ianao? nahoana re no naniraka ahy Ianao?","Ary Mosesy niverina ho any amin'i Jehovah ka nanao hoe: Tompo ô, nahoana no nahatonga loza tamin'ity firenena ity Hianao? nahoana re no naniraka ahy Hianao?Fa hatrizay nankanesako tao amin'i Farao mba hiteny amin'ny anaranao izay, dia nahatonga loza tamin'ity firenena ity izy; nefa tsy namonjy ny olonao akory Hianao."
mg_2,15,25,0.94,"Ary dia nitaraina tamin'i Jehovah izy, ka dia nanehoan'i Jehovah hazo anankiray, ary rehefa natsipiny tao anatin'ny rano izany, dia tonga mamy ny rano. Tao no nanomezan'i Jehovah lalàna sy fitsipika ho azy, ary tao no nizahany toetra azy,","Ary dia nitaraina tamin'i Jehovah izy, ka dia nanehoan'i Jehovah hazo anankiray, ary rehefa natsipiny tao anatin'ny rano izany, dia tonga mamy ny rano. Tao no nanomezan'i Jehovah lalàna sy fitsipika ho azy, ary tao no nizaha ny toetra azy,"
mg_2,15,27,0.58,"Ary tonga tao Elima izy; ary tao nisy loharano roa ambin'ny folo sy hazo rofia fito-polo, dia nitoby teo anilan'ny rano izy.","<n>[Ny nahatongavan'ny Zanak'Isiraely tao Elima, sy ny nimonomononany tany an-efitr'i Sinay noho ny tsi-fisian-kanina, ary ny nanomezan'Andriamanitra azy mana sy papelika hohaniny. Ary tonga tao Elima izy; ary tao nisy loharano roa ambin'ny folo sy hazo rofia fito-polo, dia nitoby teo anilan'ny rano izy."
mg_2,35,35,0.72,"Ary efa nofenoiny fahendrena izy roa lahy, hanaovany ny tao-zavatra samy hafa -- dia ny an'ny mpiasa tefy sy rafitra ary ny an'ny mpanenona mahay tenona samy hafa soratra, dia amin'ny manga sy volomparasy sy mena ary amin'ny rongony fotsy madinika ary ny an'ny mpanenona, -- dia ny ho mpanao ny asa samy hafa sy ho mpamorona asa kanto.","Ary efa nofenoiny fahendrena izy roa lahy, hanaovany ny tao-zavatra samy hafa, dia ny an'ny mpiasa tefy sy rafitra ary ny an'ny mpanenona mahay tenona samy hafa soratra, dia amin'ny manga sy volomparasy sy mena ary amin'ny rongony fotsy madinika ary ny an'ny mpanenona, dia ny ho mpanao ny asa samy hafa sy ho mpamorona asa kanto."
mg_20,1,12,0.93,Aoka isika hitelina azy velona tahaka ny fitelin'ny fiainan-tsy hita* Ary hanao azy teli-moka toy ny latsaka any an-davaka; [*Hebreo: Sheola],Aoka isika hitelina azy velona tahaka ny fitelin'ny fiainan-tsi-hita Ary hanao azy teli-moka toy ny latsaka any an-davaka;<n>[Heb. Sheola]</n>
mg_20,2,16,0.95,"Ary hamonjy anao amin'ny vehivavy jejo* koa izany, Dia amin'ny vahiny janga izay mandrobo amin'ny teniny, [*Hebreo: vehivavy tsy vadinao]","Ary hamonjy anao amin'ny vehivavy jejo koa izany, Dia amin'ny vahiny janga izay mandrobo amin'ny teniny,<n>[Heb. vehivavy tsy vadinao]</n>"
mg_20,2,17,0.93,Izay mahafoy ny vadin*'ny fahatanorany Sy manadino ny fanekeny teo amin'Andriamaniny. [*Hebreo: sakaizan'],Izay mahafoy ny vadin'ny fahatanorany Sy manadino ny fanekeny teo amin'Andriamaniny.<n>[Heb. sakaizan']</n>
mg_20,4,3,0.91,"Fa zanak'ikaky aho, Sady tiana* no hany malala teo imason'ineny. [*Hebreo: malemilemy]","Fa zanak'ikaky aho, Sady tiana no hany malala teo imason'ineny.<n>[Heb. malemilemy]</n>"
mg_20,4,23,0.94,Tandremo ny fonao mihoatra noho izay rehetra tokony hotandremana; Fa avy ao aminy no ihavian*'ny aina. [*Hebreo: fivoahan'],Tandremo ny fonao mihoatra noho izay rehetra tokony hotandremana; Fa avy ao aminy no ihavian'ny aina. <n>[Heb. fivoahan']</n>
mg_20,4,26,0.65,"Ataovy marina ny* alehan'ny tongotrao, Dia ho voalamina ny alehanao rehetra; [*Na: Saino tsara izay]","Ataovy marina ny alehan'ny tongotrao, Dia ho voalamina ny alehanao rehetra;<n>[Na: Saino tsara izay]</n>Aza mivily, na ho amin'ny ankavanana, na ho amin'ny ankavia; Esory amin'ny ratsy ny tongotrao."
mg_20,5,5,0.93,"Ny tongony midina ho any amin'ny fahafatesana, Ary ny diany mizotra ho any amin'ny fiainan-tsy hita*. [*Hebreo: Sheola]","Ny tongony midina ho any amin'ny fahafatesana, Ary ny diany mizotra ho any amin'ny fiainan-tsi-hita. <n>[Heb. Sheola]</n>"
mg_20,5,20,0.95,"Nahoana ianao, anaka, no ho renoka amin'ny fitiavana vehivavy jejo* Ka hanohona ny tratran'ny vahiny janga? [*Hebreo: vehivavy tsy vadiny]","Nahoana ianao, anaka, no ho renoka amin'ny fitiavana vehivavy jejo Ka hanohona ny tratran'ny vahiny janga? <n>[Heb. vehivavy tsy vadiny]</n>"
mg_20,6,5,0.92,"Afaho ny tenanao toy ny gazela* miala amin'izay mihazona azy, Ary toy ny voron-kely miala amin'ny tanan'ny mpamandrika. [*Izahao II Samoela 2:18]","Afaho ny tenanao toy ny gazela miala amin'izay mihazona azy, Ary toy ny voron-kely miala amin'ny tanan'ny mpamandrika.<n>[Izahao 2 Sam. ii.18]</n>"
mg_20,6,24,0.94,"Hiarovana anao amin'ny vehivavy ratsy fanahy, Ary amin'ny fandroboan'ny lelan'ny vahiny janga*. [*Hebreo: lelam-bahiny]","Hiarovana anao amin'ny vehivavy ratsy fanahy, Ary amin'ny fandroboan'ny lelan'ny vahiny janga. <n>[Heb. lelam-bahiny]</n>"
mg_20,6,35,0.94,"Tsy handray vola ho enti-manalady* akory izy, Ary tsy hety, na dia omenao fanambatambazana be aza. [*Hebreo: avotra]","Tsy handray vola ho enti-manalady akory izy, Ary tsy hety, na dia omenao fanambatambazana be aza.<n>[Heb. avotra]</n>"
mg_20,7,5,0.94,"Mba hiarovana anao amin'ny vehivavy jejo*, Dia amin'ny vahiny janga izay manao teny mandrobo. [*Hebreo: vehivavy tsy vadinao]","Mba hiarovana anao amin'ny vehivavy jejo, Dia amin'ny vahiny janga izay manao teny mandrobo.<n>[Heb. vehivavy tsy vadinao]</n>"
mg_20,7,17,0.93,"Efa norarahako zava-manitra ny fandriako, Dia miora sy hazomanitra* ary havozo manitra. [*Hebreo: ahalima]","Efa norarahako zava-manitra ny fandriako, Dia miora sy hazomanitra ary havozo manitra.<n>[Heb. ahalima]</n>"
mg_20,7,22,0.94,"Ka dia nandeha nanaraka azy niaraka tamin'izay ilay zatovo*, Tahaka ny omby entina hovonoina, Ary tahaka ny adala hogadrana**, [*Na: Na iza na iza mandeha manaraka azy dia] [**Hebreo: tahaka ny gadra ho famaizana ny adala]","Ka dia nandeha nanaraka azy niaraka tamin'izay ilay zatovo, Tahaka ny omby entina hovonoina, Ary tahaka ny adala hogadrana, <n>[Na: Na iza na iza mandeha manaraka azy dia]</n><n>[Heb. tahaka ny gadra ho famaizana ny adala]</n>"
