livre,chapitre,verset,notre_texte,texte_github_concatene
mg_19,70,4,Aoka hifaly sy ho ravoravo aminao izay rehetra mitady Anao; ary aoka izay tia ny famonjenao hanao mandrakariva hoe: hankalazaina anie Andriamanitra.,"Aoka hifaly sy ho ravoravo aminao izay rehetra mitady Anao; ary aoka izay tia ny famonjenao hanao mandrakariva hoe: hankalazaina anie Andriamanitra.Fa izaho dia ory sy malahelo; faingàna hankatỳ amiko, Andriamanitra ô; Mpamonjy sy Mpanafaka ahy Hianao; aza ela, Jehovah ô."
mg_19,71,23,Hihoby ny molotro raha mankalaza Anao; ny fanahiko koa izay efa navotanao;,Hihoby ny molotro raha mankalaza Anao; ny fanahiko koa izay efa navotanao;Ary ny lelako hitory ny fahamarinanao mandrakariva; fa efa menatra sy mangaihay izay mitady hanisy ratsy ahy.
mg_19,72,19,Ary isaorana mandrakizay anie ny anarany malaza; ary aoka ny tany rehetra ho henika ny voninahiny. Amena dia Amena.,"Ary isaorana mandrakizay anie ny anarany malaza; ary aoka ny tany rehetra ho henika ny voninahiny. Amena dia Amena.Tapitra ny fivavak'i Davida, zanak'i Jese."
mg_19,73,27,"Fa, indro, very izay lavitra Anao; aringanao izay rehetra mijangajanga mahafoy Anao.","Fa, indro, very izay lavitra Anao; aringanao izay rehetra mijangajanga mahafoy Anao.Fa, izaho, dia ny ho akaikin'Andriamanitra no mahatsara ahy; Hianao, Jehovah Tompo ô, no nataoko aroko, mba hilaza ny asanao rehetra aho."
mg_19,74,22,"Mitsangàna, Andriamanitra o, efao ny adinao; tsarovy ny fanaratsian'ny adala Anao isan'andro.","Mitsangàna, Andriamanitra ô, efao ny adinao; tsarovy ny fanaratsian'ny adala Anao isan'andro.Aza manadino ny feon'ny rafinao, dia ny fitabataban'ny mpanohitra Anao, izay miakatra mandrakariva."
mg_19,75,9,"Fa izaho hanambara izany mandrakizay, ka hankalaza an'Andriamanitr'i Jakoba.","Fa izaho hanambara izany mandrakizay, ka hankalaza an'Andriamanitr'i Jakoba.Ary ny tandroky ny ratsy fanahy rehetra hotapahiko; fa ny tandroky ny marina kosa no hasandratra."
mg_19,76,11,"Mivoadia, ka efao ny voadinareo amin'i Jehovah Andriamanitrareo; aoka izay rehetra manodidina Azy hitondra fanatitra ho an'Izay mahatahotra.","Mivoadia, ka efao ny voadinareo amin'i Jehovah Andriamanitrareo; aoka izay rehetra manodidina Azy hitondra fanatitra ho an'Izay mahatahotra.Manapaka ny reharehan'ny lehibe Izy sady tahotry ny mpanjakan'ny tany."
mg_19,77,19,"Tany amin'ny ranomasina ny lalanao, ary ny nalehanao dia tany amin'ny rano mandriaka, ka tsy fantatra ny dian-tongotrao.","Tany amin'ny ranomasina ny lalanao, ary ny nalehanao dia tany amin'ny rano mandriaka, ka tsy fantatra ny dian-tongotrao.Ny tanan'i Mosesy sy Arona no nitondranao ny olonao toy ny ondry."
mg_19,78,71,"Tany amin'ny fiandrasany ny ondry ampianahana no nakàny azy, mba hiandry an'i Jakoba olony sy Isiraely lovany;","Tany amin'ny fiandrasany ny ondry ampianahana no nakàny azy, mba hiandry an'i Jakoba olony sy Isiraely lovany;Dia niandry ireo araka ny hitsin'ny fony izy, ka nitondra azy araka ny fahaizan'ny tànany."
mg_19,79,12,"Ary valio impito heny ho ao an-tratran'ny mifanila fonenana aminay ny fanaratsiana izay nanaratsiany Anao, Tompo o.","Ary valio impito heny ho ao an-tratran'ny mifanila fonenana aminay ny fanaratsiana izay nanaratsiany Anao, Tompo ô.Fa izahay, olonao sy ondry fiandrinao, dia hisaotra Anao mandrakizay; hatramin'ny taranaka fara mandimby no hilazanay ny fideràna Anao."
mg_19,80,18,"Dia tsy hihemotra hiala aminao izahay; velomy izahay, dia hiantso ny anaranao.","Dia tsy hihemotra hiala aminao izahay; velomy izahay, dia hiantso ny anaranao.Ry Jehovah, Andriamanitry ny maro ô, ampodio izahay; ampamirapirato ny tavanao, ary aoka hovonjena Izahay."
mg_19,81,15,"Izay mankahala an'i Jehovah dia hikoy aminy, ka dia haharitra mandrakizay ny andron'ny oloko;","Izay mankahala an'i Jehovah dia hikoy aminy, ka dia haharitra mandrakizay ny andron'ny oloko;Ary hampihinana azy vary tsara indrindra Izy; eny, tantely avy amin'ny vatolampy no hamokisako anao."
mg_19,82,7,"Kanjo ho faty tahaka ny olona ihany ianareo, ary samy ho lavo tahaka ny anankiray amin'ny lehibe.","Kanjo ho faty tahaka ny olona ihany ianareo, ary samy ho lavo tahaka ny anankiray amin'ny lehibe.Mitsangàna, Andriamanitra ô, tsarao ny tany; fa Hianao no handova ny firenena rehetra."
mg_19,83,17,"Aoka ho menatra sy ho amin-tahotra mandrakizay izy; eny, aoka hangaihay sy haringana izy.","Aoka ho menatra sy ho amin-tahotra mandrakizay izy; eny, aoka hangaihay sy haringana izy.Ary aoka ho fantany fa Hianao irery ihany, Izay atao hoe Jehovah, no ilay Avo Indrindra ambonin'ny tany rehetra."
mg_19,84,11,Fa Masoandro sy Ampinga Jehovah Andriamanitra; fahasoavana sy voninahitra no homen'i Jehovah; tsy hiaro zava-tsoa amin'izay mandeha amin'ny fahitsiana izy.,"Fa Masoandro sy Ampinga Jehovah Andriamanitra; fahasoavana sy voninahitra no homen'i Jehovah; tsy hiaro zava-tsoa amin'izay mandeha amin'ny fahitsiana izy.Jehovah, Tompon'ny maro ô, sambatra izay olona matoky Anao."
mg_19,85,12,"Eny, Jehovah hanome ny tsara Ary ny tanintsika hahavoka-javatra.","Eny, Jehovah hanome ny tsara Ary ny tanintsika hahavoka-javatra.Ny rariny no hialoha Azy, Sady hizotra hanaraka ny diany eny an-dalana."
mg_19,86,16,"Todiho aho ka amindrao fo; Omeo ny herinao ny mpanomponao, Ary vonjeo ny zanaky ny ankizivavinao.","Todiho aho ka amindrao fo; Omeo ny herinao ny mpanomponao, Ary vonjeo ny zanaky ny ankizivavinao.Anehoy famantarana ny ho soa aho, Mba ho hitan'izay mankahala ahy, ka ho menatra izy; Fa Hianao Jehovah ô, no namonjy sy nampionona ahy."
mg_19,87,6,"Jehovah hanisa, raha manoratra ny firenena Izy: Ity no efa teraka teo.","Jehovah hanisa, raha manoratra ny firenena Izy: Ity no efa teraka teo.Hoy izay mihira sy mandihy: Ny loharanoko rehetra dia ao aminao."
mg_19,88,17,Mandifotra ahy mandrakariva tahaka ny rano ireny; Miara-manodidina ahy izy.,Mandifotra ahy mandrakariva tahaka ny rano ireny; Miara-manodidina ahy izy.Efa nampanalavirinao ahy ny olona tia ahy sy ny sakaizako; Ireo nahazatra ahy dia fahamaizinana.
mg_19,89,51,"Dia ny nandatsan'ny fahavalonao, Jehovah o, Eny, ny nandatsany ny dian'ny voahosotrao.","Dia ny nandatsan'ny fahavalonao, Jehovah ô, Eny, ny nandatsany ny dian'ny voahosotrao.Isaorana mandrakizay anie Jehovah. Amena dia Amena."
mg_19,90,16,"Aoka hiseho amin'ny mpanomponao ny asanao, Ary ny voninahitrao amin'ny zanany.","Aoka hiseho amin'ny mpanomponao ny asanao, Ary ny voninahitrao amin'ny zanany.Ary aoka ho aminay ny fahasoavan'ny Tompo Andriamanitray; Ary ampitoero aminay ny asan'ny tananay; Eny, ny asan'ny tananay, ampitoero izy."
mg_19,91,15,"Hiantso Ahy izy, dia hamaly azy Aho; Ho eo aminy Aho, raha ory izy; Hamonjy sy hanome voninahitra azy Aho.","Hiantso Ahy izy, dia hamaly azy Aho; Ho eo aminy Aho, raha ory izy; Hamonjy sy hanome voninahitra azy Aho.Hovokisako fahela-velona izy Ary hasehoko azy ny famonjeko."
mg_19,92,14,"Mbola manorobona ihany izy, na dia efa antitra aza; Dofodofotra sy maitso izy,","Mbola manorobona ihany izy, na dia efa antitra aza; Dofodofotra sy maitso izy,Mba hanambara fa mahitsy Jehovah, Vatolampiko Izay tsy misy tsiny."
mg_19,93,4,"Mihoatra noho ny rano sady be no mahery, Eny, mihoatra noho ny onjan-dranomasina lehibe, Ny voninahitr'i Jehovah any amin'ny avo.","Mihoatra noho ny rano sady be no mahery, Eny, mihoatra noho ny onjan-dranomasina lehibe, Ny voninahitr'i Jehovah any amin'ny avo.Ny teni-vavolombelonao dia marina indrindra; Fahamasinana no mendrika ny tranonao mandritra ny andro maro, Jehovah ô."
mg_19,94,22,Fa tonga fiarovana avo ho ahy Jehovah; Ary vatolampy fialofako Andriamanitro.,"Fa tonga fiarovana avo ho ahy Jehovah; Ary vatolampy fialofako Andriamanitro.Dia ampanodiaviny azy ireo ny helony ka aringany noho ny faharatsiany izy; Eny, aringan'i Jehovah Andriamanitsika izy."
mg_19,95,10,"Efa-polo taona no nahamonamonaina Ahy tamin'izany taranaka izany, Ka hoy Izaho: Olona maniasia amin'ny fony izy Ka tsy mahalala ny lalako;","Efa-polo taona no nahamonamonaina Ahy tamin'izany taranaka izany, Ka hoy Izaho: Olona maniasia amin'ny fony izy Ka tsy mahalala ny lalako;Ka dia nianiana tamin'ny fahatezerako Aho hoe: Tsy hiditra amin'ny fitsaharako mihitsy izy."
mg_19,96,12,Aoka ho faly ny saha sy izay rehetra eo aminy; Dia hihoby amin'izay ny hazo rehetra any an'ala,"Aoka ho faly ny saha sy izay rehetra eo aminy; Dia hihoby amin'izay ny hazo rehetra any an'alaEo anatrehan'i Jehovah, fa avy Izy, Eny, avy hitsara ny tany Izy; Hitsara izao tontolo izao araka ny rariny Izy Ary ny firenena amin'ny fahamarinany."
mg_19,98,8,Aoka hiteha-tanana ny riaka; Aoka hiara-mihoby aminy koa ny tendrombohitra,"Aoka hiteha-tanana ny riaka; Aoka hiara-mihoby aminy koa ny tendrombohitraEo anatrehan'i Jehovah, fa avy hitsara ny tany Izy; Hitsara izao rehetra izao amin'ny fahamarinana Izy Ary ny firenena amin'ny fahitsiana."
mg_19,100,4,"Midira eo amin'ny vavahadiny amin'ny fisaorana, Ary eo an-kianjany amin'ny fiderana; Misaora Azy, mankalazà ny anarany,","Midira eo amin'ny vavahadiny amin'ny fisaorana, Ary eo an-kianjany amin'ny fiderana; Misaora Azy, mankalazà ny anarany,Fa tsara Jehovah; Mandrakizay ny famindram-pony, Ary mihatra amin'ny taranaka fara mandimby ny fahamarinany."
mg_19,101,7,Tsy mba hitoetra ao anatin'ny tranoko izay manao fitaka; Tsy mba hijanona eo anoloan'ny masoko izay milaza lainga.,"Tsy mba hitoetra ao anatin'ny tranoko izay manao fitaka; Tsy mba hijanona eo anoloan'ny masoko izay milaza lainga.Haringako isa-maraina ny ratsy fanahy rehetra amin'ny tany, Mba hofongorako ny mpanao ratsy rehetra tsy ho ao an-tanànan'i Jehovah."
mg_19,103,21,"Misaora an'i Jehovah, ny miaramilany rehetra, Dia ny mpanompony izay manao ny sitrapony.","Misaora an'i Jehovah, ny miaramilany rehetra, Dia ny mpanompony izay manao ny sitrapony.Misaora an'i Jehovah, ny asany rehetra eran'ny fanjakany; Misaora an'i Jehovah, ry fanahiko."
mg_19,104,34,Ho maminy anie ny fisainako Azy; Izaho no hifaly amin'i Jehovah.,"Ho maminy anie ny fisainako Azy; Izaho no hifaly amin'i Jehovah.Ho lany ringana tsy ho etỳ amin'ny tany ny mpanota, Ary ny ratsy fanahy tsy ho etỳ intsony. Misaora an'i Jehovah, ry fanahiko. Haleloia."
mg_19,105,44,"Ka dia nanome azy ny tanin'ny jentilisa Izy; Ary nandova ny vitan'ny firenena maro ireny,","Ka dia nanome azy ny tanin'ny jentilisa Izy; Ary nandova ny vitan'ny firenena maro ireny,Mba hitandremany ny didiny, Sy hankatoavany ny lalàny. Haleloia."
mg_19,107,42,Hahita izany ny marina ka ho faly; Fa hihombom-bava kosa ny ratsy fanahy rehetra.,Hahita izany ny marina ka ho faly; Fa hihombom-bava kosa ny ratsy fanahy rehetra.Izay hendry dia aoka hahafantatra izany Ka hahalala ny famindram-pon'i Jehovah.
mg_19,108,12,Vonjeo amin'ny fahavalo izahay; Fa zava-poana ny famonjena ataon'ny olona.,Vonjeo amin'ny fahavalo izahay; Fa zava-poana ny famonjena ataon'ny olona.Andriamanitra no haharezan-tsika; Fa Izy no hanitsakitsaka ny fahavalontsika.
mg_19,109,30,"Hidera an'i Jehovah indrindra amin'ny vavako aho; Eny, eo amin'ny olona maro no hiderako Azy.","Hidera an'i Jehovah indrindra amin'ny vavako aho; Eny, eo amin'ny olona maro no hiderako Azy.Fa mitsangana eo an-kavanan'ny malahelo Izy Mba hamonjy azy amin'izay manameloka ny fanahiny."
mg_19,111,9,Manatitra fanavotana ho an'ny olony Izy; Efa nanorina ny fanekeny ho mandrakizay Izy; Masina sy mahatahotra ny anarany.,Manatitra fanavotana ho an'ny olony Izy; Efa nanorina ny fanekeny ho mandrakizay Izy; Masina sy mahatahotra ny anarany.Ny fahatahorana an'i Jehovah no fiandoham-pahendrena; Fahalalana tsara no ananan'izay rehetra mankatò izany; Maharitra mandrakizay ny fiderana Azy.<n>[Heb. ireo]</n>
mg_19,112,9,"Namafy izy, eny, nanome ho an'ny malahelo; Ny fahamarinany maharitra mandrakizay; Hisandratra amim-boninahitra ny tandrony.","Namafy izy, eny, nanome ho an'ny malahelo; Ny fahamarinany maharitra mandrakizay; Hisandratra amim-boninahitra ny tandrony.Ny ratsy fanahy hahita ka ho sosotra; Hihidy vazana izy ka ho levona; Ho foana ny fanirian'ny ratsy fanahy."
mg_19,113,8,Mba hametraka azy ho naman'ny mpanapaka ny olony.,"Mba hametraka azy ho naman'ny mpanapaka ny olony.Mampitoetra tsara ny momba Izy, Fa mahatonga azy ho renin-jaza mifaly. Haleloia."
mg_19,114,7,"Mihorohoroa eo anatrehan'ny Tompo, ry tany, Dia eo anatrehan'Andriamanitr'i Jakoba.","Mihorohoroa eo anatrehan'ny Tompo, ry tany, Dia eo anatrehan'Andriamanitr'i Jakoba.Izay mampody ny vatolampy ho rano monina Ary ny afovato ho loharano."
mg_19,115,17,Ny maty tsy mba hidera an'i Jehovah. Na izay midina any amin'ny mangingina;,Ny maty tsy mba hidera an'i Jehovah. Na izay midina any amin'ny mangingina;Fa izahay hisaotra an'i Jehovah Hatramin'izao ka ho mandrakizay. Haleloia.
mg_19,116,18,"Hanefa ny voadiko amin'i Jehovah aho, Eny, eo anatrehan'ny olony rehetra,","Hanefa ny voadiko amin'i Jehovah aho, Eny, eo anatrehan'ny olony rehetra,Dia eo an-kianjan'ny tranon'i Jehovah, Eo afovoanao, ry Jerosalema ô. Haleloia."
mg_19,117,1,"Miderà an'i Jehovah ry firenena rehetra; Miderà Azy, ry olona rehetra.","Miderà an'i Jehovah ry firenena rehetra; Miderà Azy, ry olona rehetra.Fa lehibe ny famindram-pony amintsika; Ary mandrakizay ny fahamarinan'i Jehovah. Haleloia."
mg_19,119,175,Aoka anie ho velona ny fanahiko ka hidera Anao; Ary aoka anie hamonjy ahy ny fitsaranao.,Aoka anie ho velona ny fanahiko ka hidera Anao; Ary aoka anie hamonjy ahy ny fitsaranao.Efa nania aho; tadiavo ny mpanomponao toy ny fitady ondry very; Fa ny didinao tsy mba hadinoiko.
mg_19,120,6,Ela loatra izay no nitoeran'ny fanahiko teo amin'Izay tsy tia fihavanana.,"Ela loatra izay no nitoeran'ny fanahiko teo amin'Izay tsy tia fihavanana.Raha izaho, dia fihavanana; Kanjo nony miteny aho, dia mila ady kosa ireny."
mg_19,121,7,"Jehovah hiaro anao amin'ny ratsy rehetra; Eny, hiaro ny fanahinao Izy.","Jehovah hiaro anao amin'ny ratsy rehetra; Eny, hiaro ny fanahinao Izy.Jehovah hiaro anao, na mivoaka na miditra, Hatramin'izao ka ho mandrakizay."
mg_19,122,8,Noho ny rahalahiko sy ny namako No hanaovako hoe Fiadanana anie ho ao anatinao.,Noho ny rahalahiko sy ny namako No hanaovako hoe Fiadanana anie ho ao anatinao.Noho ny tranon'i Jehovah Andriamanitsika Dia hitady izay hahatsara anao aho.
mg_19,123,3,"Mamindrà fo aminay, Jehovah o, mamindrà fo aminay; Fa tototry ny fanamavoana loatra izahay;","Mamindrà fo aminay, Jehovah ô, mamindrà fo aminay; Fa tototry ny fanamavoana loatra izahay;Eny, tototry ny famingavingan'ny miadana ny fanahinay, Sy tototry ny fanamavoan'ny mpiavonavona."
mg_19,124,7,"Ny fanahintsika dia efa afaka tahaka ny vorona afaka tamin'ny fandriky ny mpihaza: Tapaka ny fandrika, ka afaka isika.","Ny fanahintsika dia efa afaka tahaka ny vorona afaka tamin'ny fandriky ny mpihaza: Tapaka ny fandrika, ka afaka isika.Ny famonjena antsika dia amin'ny anaran'i Jehovah, Mpanao ny lanitra sy ny tany."
mg_19,125,4,"Jehovah o, manaova soa amin'ny tsara Sy ny mahitsy fo.","Jehovah ô, manaova soa amin'ny tsara Sy ny mahitsy fo.Fa izay mivily ho amin'ny sakeli-dalana mivilivily Dia horoahin'i Jehovah miaraka amin'ny mpanao ratsy anie. Fiadanana anie ho amin'ny Isiraely."
mg_19,126,5,Izay mamafy am-pitomaniana Dia hijinja am-pifaliana.,"Izay mamafy am-pitomaniana Dia hijinja am-pifaliana.Mandeha mitomany mitondra ny voa afafiny izy, Fa hiverina mitondra ny amboarany amin'ny fihobiana kosa."
mg_19,127,4,Tahaka ny zana-tsipïka eo an-tanan'ny mahery Ny zanaky ny fahatanorana.,"Tahaka ny zana-tsipìka eo an-tànan'ny mahery Ny zanaky ny fahatanorana.Sambatra izay mameno ny tranon-jana-tsipìkany amin'ireny; Tsy ho menatra ireny, raha mifamaly amin'ny fahavalo eo am-bavahady."
mg_19,128,5,Hitahy anao avy any Ziona anie Jehovah; Ary ho faly hahita ny fahasoavan'i Jerosalema anie ianao Amin'ny andro rehetra hiainanao.,"Hitahy anao avy any Ziona anie Jehovah; Ary ho faly hahita ny fahasoavan'i Jerosalema anie ianao Amin'ny andro rehetra hiainanao.Eny, hahita ny zafinao anie ianao; Fiadanana anie ho amin'ny Isiraely."
mg_19,129,7,Tsy misy mpijinja mameno tanana Na mpamehy amboara mameno tratra amin'izany;,"Tsy misy mpijinja mameno tanana Na mpamehy amboara mameno tratra amin'izany;Ka dia tsy hisy mpandalo hanao hoe: Hotahin'i Jehovah anie ianareo; Eny, ny anaran'i Jehovah no itsofanay rano anareo."
mg_19,130,7,"Manantenà an'i Jehovah, ry Isiraely; Fa eo amin'i Jehovah no misy famindram-po sy fanavotana be;","Manantenà an'i Jehovah, ry Isiraely; Fa eo amin'i Jehovah no misy famindram-po sy fanavotana be;Ary Izy no hanavotra ny Isiraely Ho afaka amin'ny helony rehetra."
mg_19,131,2,Fa nampionona sy nampangina ny fanahiko aho; Tahaka ny zaza efa maoty eo amin-dreniny. Dia tahaka Izany ny fanahiko ato anatiko.,"Fa nampionona sy nampangina ny fanahiko aho; Tahaka ny zaza efa maoty eo amin-dreniny. Dia tahaka Izany ny fanahiko ato anatiko.Ry Isiraely ô, manantenà an'i Jehovah Hatramin'izao ka ho mandrakizay."
mg_19,132,17,Ao no hampitsimohako tandroka ho an'i Davida Sy hanamboarako jiro ho an'ny voahosotro.,Ao no hampitsimohako tandroka ho an'i Davida Sy hanamboarako jiro ho an'ny voahosotro.Ny fahavalony hampitafiko henatra; Fa eo aminy kosa no hamirapiratra ny satro-boninahiny.
mg_19,136,25,Izay manome hanina ny nofo rehetra (Fa mandrakizay ny famindram-pony),Izay manome hanina ny nofo rehetra (Fa mandrakizay ny famindram-pony);Miderà an'Andriamanitry ny lanitra; Fa mandrakizay ny famindram-pony.
mg_19,139,23,"Diniho aho, Andriamanitra o, ary fantaro ny foko; Izahao toetra aho, ary fantaro ny eritreritro;","Diniho aho, Andriamanitra ô, ary fantaro ny foko; Izahao toetra aho, ary fantaro ny eritreritro;Ary izahao na misy lalana mampahory ato anatiko, Dia tariho amin'ny lalana mandrakizay aho."
mg_19,140,12,Fantatro fa Jehovah no handahatra ny tenin'ny mahantra Sady hanome rariny ho an'ny malahelo.,"Fantatro fa Jehovah no handahatra ny tenin'ny mahantra Sady hanome rariny ho an'ny malahelo.Eny tokoa, ny marina hisaotra ny anaranao; Hitoetra eo anatrehanao ny mahitsy."
mg_19,141,9,Arovy aho amin'ny fandrika amandrihany ahy Sy amin'ny tadivavaran'ny mpanao ratsy.,"Arovy aho amin'ny fandrika amandrihany ahy Sy amin'ny tadivavaran'ny mpanao ratsy.Aoka ny ratsy fanahy ho latsaka eo anatin'ny fandriny ihany, Fa izaho kosa handalo fotsiny."
mg_19,142,6,"Henoy ny fitarainako, Fa reraka indrindra aho; Vonjeo aho amin'ny mpanenjika ahy, Fa tsy leoko ireny.","Henoy ny fitarainako, Fa reraka indrindra aho; Vonjeo aho amin'ny mpanenjika ahy, Fa tsy leoko ireny.Avoahy hiala amin'ny tranomaizina ny fanahiko, Mba hiderako ny anaranao; Hanodidina ahy ny marina, Satria manisy soa ahy Hianao."
mg_19,143,11,"Noho ny anaranao, Jehovah o, velomy aho; Araka ny fahamarinanao avoahy ny fanahiko ho afaka amin'ny fahoriana.","Noho ny anaranao, Jehovah ô, velomy aho; Araka ny fahamarinanao avoahy ny fanahiko ho afaka amin'ny fahoriana.Ary araka ny famindram-ponao fongory ny fahavaloko, Ka aringano izay rehetra mampahory ny fanahiko; Fa mpanomponao aho."
mg_19,144,14,"Hahazaka be ny ombinay, Ary tsy hisy ho rava, na ho lasan-ko babo, Sady tsy hisy fitarainana any an-dalambenay.","Hahazaka be ny ombinay, Ary tsy hisy ho rava, na ho lasan-ko babo, Sady tsy hisy fitarainana any an-dalambenay.Sambatra ny firenena izay tahaka izany; Eny, sambatra ny firenena izay manana an'i Jehovah ho Andriamaniny."
mg_19,145,20,Miaro izay rehetra tia Azy Jehovah; Fa ny ratsy fanahy rehetra kosa haringany.,Miaro izay rehetra tia Azy Jehovah; Fa ny ratsy fanahy rehetra kosa haringany.Ny fiderana an'i Jehovah no hotenenin'ny vavako; Ary aoka ny nofo rehetra hankalaza ny anarany masina mandrakizay doria.
mg_19,146,9,"Jehovah miaro ny vahiny Ary manandratra ny kamboty sy ny mpitondratena, Fa mamadika ny lalan'ny ratsy fanahy kosa.","Jehovah miaro ny vahiny Ary manandratra ny kamboty sy ny mpitondratena, Fa mamadika ny lalan'ny ratsy fanahy kosa.Manjaka mandrakizay Jehovah, Hatramin'ny taranaka fara mandimby Andriamanitrao, ry Ziona. Haleloia."
mg_19,147,19,Milaza ny teniny amin'i Jakoba Izy Ary ny didiny sy ny fitsipiny amin'Isiraely.,Milaza ny teniny amin'i Jakoba Izy Ary ny didiny sy ny fitsipiny amin'Isiraely.Tsy nanao toy izany tamin'izay firenena hafa Izy; Ary ny fitsipiny tsy mba fantatr'ireny. Haleloia.
